artists,album_name,track_name,danceability,energy,track_genre
Julio Sosa;Leopoldo Federico y su Orquesta,El Firulete,Confesión (with Leopoldo Federico y Su Orquesta),0.454,0.454,tango
Roberto Goyeneche;Orquesta Tipica Porteña,Antologia Roberto Goyeneche,Cafetín de Buenos Aires (with Orquesta Tipica Porteña),0.46,0.346,tango
Alfredo De Angelis;Carlos Dante;Julio Martel,Fumando Espero,Flores Del Alma,0.67,0.504,tango
Adriana Varela,Más Tango,Las Cuarenta,0.663,0.316,tango
Alberto Podestá;Rodolfo Lezica;Agustin Magaldi;Alberto Morán;Jorge Durán;Carlos Almada;Enrique Campos;Jorge Vidal;Mariano Leyes;Oscar Larroca;Armando Moreno;Alberto Marino,Grandes cantores del tango,El sueño del pibe,0.629,0.314,tango
Alberto Castillo;Ricardo Tanturi Y Su Orquesta,Así Se Baila El Tango,Violetas,0.627,0.483,tango
Alfredo De Angelis;Juan Carlos Godoy,Yo Soy El Tango,Quien Tiene Tu Amor,0.564,0.269,tango
Edmundo Rivero;Orquesta de Horacio Salgán,Great Voices of Tango,Al Mundo Le Falta un Tornillo,0.554,0.487,tango
Alfredo De Angelis;Orquesta de Alfredo De Angelis;Carlos Dante,Los 25 Mejores Tangos,Remembranzas,0.376,0.474,tango
Julio Sosa,Grandes Éxitos De,Otario Que Andas Penando,0.395,0.522,tango
Alfredo De Angelis;Juan Carlos Godoy;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,La Última Copa,0.596,0.334,tango
Alfredo De Angelis;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,Medallita de la Suerte,0.589,0.402,tango
Alfredo De Angelis;Julio Martel;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,Chorra,0.63,0.398,tango
Alfredo De Angelis;Nestor Rodi;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,La Cumparsita,0.639,0.321,tango
Astor Piazzolla;Gary Burton,The New Tango: Recorded At The Montreux Festival,Nuevo Tango,0.471,0.414,tango
Nelly Omar,La Gardela,La Descamisada,0.669,0.414,tango
Astor Piazzolla,Octeto Buenos Aires,A Fuego Lento,0.502,0.382,tango
Astor Piazzolla;Astor Piazzolla Y Su Conjunto 9,Edición Crítica: Antología,Tristeza de un Doble A,0.371,0.377,tango
Juan D'Arienzo y su Orquesta Típica,Serie 78 RPM : Juan D'Arienzo Vol.3,La Espuela,0.709,0.407,tango
Los Muchachos De Antes,Tangos Famosos Instrumentales,A Media Luz,0.574,0.15,tango
Osvaldo Fresedo;Héctor Pacheco,Fresedo en Estéreo,Pero Yo Sé,0.442,0.278,tango
Orquesta Silbando,Manos Arriba,Yapeyú,0.689,0.442,tango
Carlos Gardel,Antologia 60 Aniversario,Amores de Estudiante,0.414,0.225,tango
Conjunto Berretin,Tangamente: Tangos a la parilla para bailar,CB Vals,0.462,0.274,tango
Anibal Troilo y su orquesta;Alberto Marino,Romance De Barrio,Tres Amigos,0.578,0.271,tango
Julio Martel;Alfredo De Angelis;Carlos Dante,Flores del Alma,Flores del Alma - Remasterizado,0.601,0.541,tango
Sexteto Mayor,Our Last Tango (Original Motion Picture Soundtrack),Ensueños,0.601,0.21,tango
Pepe Aguirre,Solo un recuerdo,Mañana zarpa un barco,0.634,0.194,tango
Adriana Varela,Adriana Varela y Piano,Fuimos,0.532,0.475,tango
Maria Graña;Eladia Blazquez,María,El Corazón al Sur,0.537,0.0831,tango
Adriana Varela,Adriana Varela y Piano,Nada,0.569,0.436,tango
Juan D'Arienzo;Héctor Mauré,Pensalo bien,Dime Mi Amor,0.482,0.444,tango
Maria Graña;Valeria Lynch,María,Nada,0.355,0.202,tango
Floreal Ruiz,Marioneta,Por La Vuelta,0.476,0.48,tango
Carlos Gardel,Tango - Exitos De Oro De Carlos Gardel,Ladrillo,0.522,0.232,tango
Carlos Gardel,Carlos Gardel - Sus Mejores Tangos,Hasta Que Ardan los Candiles,0.712,0.343,tango
Enrique Rodríguez;Armando Moreno,Obras Cumbres (Vol. 3),Mis Harapos,0.777,0.423,tango
Julio Martel,Tango Nostalgias (Música de Julio Martel),Quema Esas Cartas,0.531,0.373,tango
Carlos Lombardi;Los Românticos De La Noche,Lo Mejor Del Tango,Garufa,0.551,0.434,tango
Ignacio Corsini,"Colección Completa, Vol. 28 (Remasterizado)",Griseta - Remasterizado,0.726,0.228,tango
Sexteto Mayor,Embajadores Del Tango (Grabado En Vivo En Alemania),Adios Nonino,0.284,0.256,tango
Carlos Gardel,"Essential Classics, Vol. 9: Carlos Gardel (Remastered 2022)",Volver (Remastered 2022),0.365,0.353,tango
Juan D'Arienzo,Juan D'Arienzo: Discografía Completa Vol. 2,Desde El Alma,0.698,0.506,tango
Esko Rahkonen,(MM) Syvä kuin meri,Pikku syntinen,0.383,0.271,tango
Astor Piazzolla;Roberto Goyeneche,Edición Crítica: Piazzolla-Goyeneche En Vivo,El Gordo Triste - En Vivo Teatro Regina 1982,0.493,0.408,tango
Alfredo De Angelis;Juan Carlos Godoy,Bajo el Cono Azul,Quien Tiene Tu Amor,0.565,0.262,tango
Juan D'Arienzo;Alberto Echagüe,Juan D'arienzo y Alberto Echague,Don Juan Mondiola,0.62,0.588,tango
Alfredo De Angelis;Oscar Larroca,Tango Classics 062: Como nos cambia la vida,En tus brazos,0.512,0.528,tango
Astor Piazzolla,Piazzolla Tangos 6,Remembrance,0.199,0.374,tango
Roberto Goyeneche,Buenos Aires Conoce,Nada,0.47,0.591,tango
Carlos Gardel,El Ídolo del Tango,Recuerdo Malevo,0.615,0.379,tango
Roberto Goyeneche;Atilio Stampone y su Orquesta Tipica,Esenciales,Afiches (with Atilio Stampone y su Orquesta Tipica),0.415,0.312,tango
Carlos Gardel,Los Exitos De Sus Peliculas,Mi Buenos Aires Querido,0.448,0.188,tango
Malena Muyala,Temporal,Aquí,0.594,0.254,tango
Roberto Goyeneche,Historia de Oro,Por una Cabeza (En Directo),0.548,0.445,tango
Julio Sosa,"100 Tangos, Vol. 4",El Ciruja,0.606,0.486,tango
Jorge Falcón,El Amor Desolado,Cuando Estemos Viejos,0.294,0.326,tango
Adriana Varela,Vuelve el Tango,Afiches,0.604,0.277,tango
Ignacio Corsini,El Caballero Cantor del Tango,El Adiós,0.696,0.372,tango
Roberto Goyeneche;Atilio Stampone y su Orquesta Tipica,Esenciales,Gricel (with Atilio Stampone y su Orquesta Tipica),0.412,0.438,tango
Julio Sosa;Leopoldo Federico y su Orquesta,Esenciales,Un Tropezón (with Leopoldo Federico y Su Orquesta),0.494,0.602,tango
Adriana Varela,Vuelve el Tango,Muñeca Brava,0.63,0.0932,tango
Julio Sosa;Armando Pontier y su Orquesta,Esenciales,La Casita de Mis Viejos (with Armando Pontier y su Orquesta),0.621,0.685,tango
Alfredo De Angelis;Oscar Larrocca;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,Por Qué Me das Dique,0.655,0.329,tango
El Cachivache Quinteto,Orquesta de los Corazones Solitarios,Mi Serenata,0.561,0.448,tango
Armando Pontier,Cuando tallan los recuerdos,A Don Agustín Bardi,0.685,0.126,tango
Sandra Luna;Franco Luciani;Peteco Carabajal,Inmensidad,Perfume de Carnaval,0.398,0.338,tango
Osvaldo Pugliese,Desde el alma,Patético,0.516,0.435,tango
Sexteto Milonguero,7,Llorar por una Mujer,0.652,0.492,tango
Eladia Blazquez,Serie De Oro,Viejo Tortoni,0.464,0.371,tango
Chino Laborde;Federico Mizrahi,El Tango,Tarde,0.571,0.383,tango
Ignacio Corsini,"Colección Completa, Vol. 14 (Remasterizado)",Caminito - Remasterizado,0.617,0.135,tango
La Chicana,Lejos,La Mariposa,0.552,0.342,tango
Miguel Montero,Antiguo Reloj De Cobre,Cucusita,0.397,0.343,tango
Astor Piazzolla,Piazzolla Tangos 5,La Evasion,0.401,0.359,tango
Juan D'Arienzo y su Orquesta Típica,Serie 78 RPM : Juan D'Arienzo Vol.1,Rie Payaso,0.64,0.458,tango
Tango Bardo,Del sur,Derecho viejo,0.551,0.538,tango
Francisco Rotundo,Las Canciones de Francisco Rotundo,El Viejo Vals,0.624,0.509,tango
Carlos Gardel,Tango - Exitos De Oro De Carlos Gardel,La Cieguita,0.656,0.224,tango
Osvaldo Pugliese,Tango Classics 178: La Tupungatina,La Rayuela,0.397,0.205,tango
Carlos Gardel,Mi Buenos Aires Querido,Cuesta Abajo,0.507,0.311,tango
Carlos Gardel,El Rey del Tango: 20 Éxitos,Insomnio,0.494,0.403,tango
Jaska Mäkynen,Espanjan Yöt,Kesäleski,0.672,0.708,tango
Lidia Borda;Orquesta El Arranque,Tal Vez Será Su Voz,Fruta amarga,0.482,0.404,tango
Teuvo Oinas,Tanssikengät,"Kerran, Vain Yhden Kerran",0.662,0.737,tango
Carlos Gardel,"Essential Classics, Vol. 9: Carlos Gardel (Remastered 2022)",La Última Copa (Remastered 2022),0.691,0.29,tango
Julio Sosa;Orquesta de Leopoldo Federico,En Esta Tarde Gris,El Último Café,0.391,0.636,tango
Pedro Laurenz;Alberto Podestá,Presentando a Pedro Laurenz,Garúa,0.612,0.277,tango
Juan D'Arienzo,Las Canciones de Juan D'arienzo,Cicatrices 2,0.625,0.492,tango
Julio Martel;Alfredo De Angelis,La Pastora,La Pastora - Remasterizado,0.63,0.199,tango
Ángel Vargas,El Porteñito,Tres Esquinas,0.823,0.326,tango
Juan D'Arienzo;Alberto Echagüe,Tango Classics 084: Milonga del recuerdo,La cicatriz,0.684,0.524,tango
Francisco Canaro;Roberto Maida,Tango Classics 234: Valsecito Amigo,Milonga Brava,0.713,0.224,tango
Carlos Gardel,Platinum Collection: The World's Best Tangos Vol. 3: Carlos Gardel,Milonguera,0.678,0.26,tango
Carlos Lombardi;Los Românticos De La Noche,Lo Mejor Del Tango,Cuesta Abajo,0.345,0.403,tango
Carlos Di Sarli;Horacio Cásares,Tango Classics 213: Indio Manso,Hasta Siempre Amor,0.413,0.285,tango
Carlos Gardel,"Essential Classics, Vol. 9: Carlos Gardel (Remastered 2022)",Mano a Mano (Remastered 2022),0.628,0.328,tango
Alberto Podestá;Rodolfo Lezica;Agustin Magaldi;Alberto Morán;Jorge Durán;Carlos Almada;Enrique Campos;Jorge Vidal;Mariano Leyes;Oscar Larroca;Armando Moreno;Alberto Marino,Grandes cantores del tango,Estampa tanguera,0.595,0.387,tango
Julio Sosa,Mis Primeros Éxitos,La Última Copa,0.551,0.246,tango
Carlos Gardel,Milonguera: Des femmes et du tango,Aquel tapado de armino,0.717,0.153,tango
Roberto Goyeneche,15 Grandes Exitos - Los Discos De Oro De Roberto Goyeneche,Volvio Una Noche,0.558,0.415,tango
Tita Merello;Carlos Figari,Tita De Buenos Aires,La Milonga Y Yo,0.621,0.308,tango
Roberto Goyeneche;Orquesta Tipica Porteña,15 Grandes Exitos - Los Discos De Oro De Roberto Goyeneche,El Cantor de Buenos Aires (with Orquesta Tipica Porteña),0.505,0.548,tango
Libertad Lamarque,Tangos Inmortales de Libertad Lamarque (Remastered),A media luz - Remastered,0.529,0.177,tango
La Chicana,Lejos,Nos Tenemos Que Ir,0.578,0.467,tango
Melingo,Maldito Tango,En Un Bondi Color Humo,0.575,0.447,tango
Julio Sosa;Leopoldo Federico y su Orquesta,Con Permiso Soy El Tango,Que Me Van a Hablar de Amor (with Leopoldo Federico y Su Orquesta),0.395,0.552,tango
Osvaldo Pugliese,Boleros y Tangos Clásicos Mix,Desde El Alma - Instrumental,0.24,0.207,tango
Alfredo De Angelis;Floreal Ruiz,From Argentina To The World,Marioneta,0.707,0.237,tango
Tita Merello,Tita De Buenos Aires,Niebla Del Riachuelo,0.54,0.3,tango
Alfredo De Angelis;Orquesta de Alfredo De Angelis;Lalo Martel,Los 25 Mejores Tangos,No Aflojes,0.584,0.356,tango
Adriana Varela,Vuelve el Tango,Muchacho,0.713,0.151,tango
Aníbal Troilo;Roberto Fiorentino,Milongas para Bailar,Mano Brava,0.707,0.57,tango
Alfredo De Angelis;Carlos Dante;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,Que Nadie Sepa Mi Sufrir,0.445,0.533,tango
Nelly Omar,Selección de Éxitos,Miriñaque,0.634,0.304,tango
Orquesta Tipica Victor,Orquesta Tipica Victor - RCA Victor 100 Años,Ventarrón,0.664,0.196,tango
Lucio Demare;Raúl Berón,Lucio Demare,Oigo Tu Voz,0.52,0.156,tango
Los Muchachos De Antes,Tiempos Viejos - Tangos Clasicos,Que Tiempos Aquellos,0.641,0.396,tango
Orquesta Juan D' Arienzo,Orquesta Juan D' arienzo - La puñalada,Derecho viejo,0.668,0.394,tango
Osvaldo Fresedo,Fresedo en Estéreo,Nieblas del Riachuelo,0.526,0.322,tango
Juan D'Arienzo;Héctor Mauré,Pensalo bien,Amarras,0.569,0.368,tango
Francisco Canaro Y Su Orquesta,(1938 - 1952) Recordings - The Originals Series,Yo No Se Que Me Han Hecho Tus Ojos,0.529,0.377,tango
Carlos Gardel,Victoria,El Quinielero,0.69,0.174,tango
Adriana Varela,Adriana Varela y Piano,Garúa,0.638,0.545,tango
Anibal Troilo y su orquesta,"Anibal Troilo ""Pichuco"" - Bs.As Tango -",Grisel,0.442,0.334,tango
Sexteto Mayor,From Argentina To The World,Taconeando,0.361,0.259,tango
Solo Tango Orquesta,2010-2015,Flor De Lino,0.372,0.391,tango
Adriana Varela,Vivo (Deluxe Version),Mano a Mano,0.512,0.473,tango
Adriana Varela,Tango en Vivo,Cambalache,0.483,0.402,tango
Carlos Di Sarli,Tangos Imprescindibles,Bar Exposición,0.779,0.295,tango
Carlos Gardel;Daniel Barenboim;Rodolfo Mederos;Héctor Console,Piazzolla et al : Mi Buenos Aires querido,Gardel / Arr. Carli: Mi Buenos Aires querido,0.542,0.176,tango
Esteban Morgado,Milongueros,Milonga de la puteada,0.676,0.675,tango
Eladia Blazquez,Serie De Oro,Gracias A Pesar De Todo,0.452,0.182,tango
Astor Piazzolla,Piazzolla 4 Seasons of Buenos Aires,Otoño Porteño,0.491,0.244,tango
Juan D'Arienzo and his Orchestra,"The History of Tango / El Rey del Compas / Recordings 1938 - 1939, Vol. 2",La Cicatriz,0.767,0.413,tango
Juan D'Arienzo;Mario Bustos;Jorge Valdez,Tango Classics 084: Milonga del recuerdo,Baldosa floja,0.56,0.548,tango
Esko Rahkonen,Keskiyön tango,Syvä kuin meri,0.558,0.298,tango
Astor Piazzolla;Roberto Goyeneche,Astor Piazzolla/ Roberto Goyeneche,La Ultima Curda - En Vivo Teatro Regina 1982,0.438,0.242,tango
Julio Sosa,Fonogramas de Oro,Volvio una Noche,0.429,0.521,tango
Roberto Goyeneche;Astor Piazzolla,Esenciales,Balada para un Loco,0.431,0.328,tango
Ricardo Tanturi,Presentando a Ricardo Tanturi,Comparsa Criolla,0.796,0.493,tango
Tango Bardo,4 veces Pugliese,Patetico,0.489,0.497,tango
Azucena Maizani;Nelly Omar;Orestes Cufaro,"Vintage Argentine Tangos (1928 - 1954), Vol. 2",La canción de Buenos Aires,0.516,0.258,tango
Héctor Varela,Antología: El As Del Tango (Remastered),Silueta Porteña - Remastered,0.569,0.683,tango
Julio Sosa,Mejores Exitos,Guapo Y Varon,0.5,0.603,tango
Ignacio Corsini,El Caballero Cantor del Tango,Charlemos,0.678,0.411,tango
Carlos Gardel,"Essential Classics, Vol. 9: Carlos Gardel (Remastered 2022)",Mi Buenos Aires Querido (Remastered 2022),0.446,0.18,tango
Julio Sosa,20 Great Tangos,Cambalache,0.636,0.659,tango
Tita Merello,Con El Tango En El Alma,A Mi No Me Hablen De Tango,0.617,0.423,tango
Julio Sosa,Julio Sosa: Discografía Completa Vol.1,Justo El 31,0.496,0.418,tango
Miguel Calo;Raúl Berón,Música de Mi Ciudad,Que Te Importa Que Te Llore,0.713,0.234,tango
Roberto Goyeneche;Atilio Stampone y su Orquesta Tipica,15 Grandes Exitos - Los Discos De Oro De Roberto Goyeneche,Naranjo en Flor (with Atilio Stampone y su Orquesta Tipica),0.509,0.301,tango
Roberto Goyeneche,Como La Cigarra,Los Mareados (Los Dopados),0.201,0.31,tango
La Chicana,Tango Agazapado,Milonga de los Perros,0.765,0.468,tango
Argentino Ledesma;Orquesta de Héctor Varela,Imprescindibles,Muchacha,0.45,0.436,tango
Julio Sosa,El varón del tango (Remastered),As de cartón - Remastered,0.568,0.439,tango
Roberto Goyeneche;Osvaldo Berlingieri y su Orquesta,Buenos Aires Conoce,Mi Buenos Aires Querido (with Osvaldo Berlingieri Y Su Orquesta),0.447,0.517,tango
Julio Sosa;Leopoldo Federico y su Orquesta,30 Aniversario 1964/1994,Madame Ivonne (with Leopoldo Federico y Su Orquesta),0.507,0.539,tango
Julio Sosa,Grandes Éxitos De,El Firulete,0.462,0.605,tango
Roberto Goyeneche;Baffa-Berlingieri y su Orquesta,Maestros Del Tango,El Último Café (with Baffa-Berlingieri y su Orquesta),0.477,0.436,tango
Alfredo De Angelis;Dante Carlos;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,Milonguita (Esthercita),0.458,0.373,tango
Alfredo De Angelis;Orquesta de Alfredo De Angelis,Los 25 Mejores Tangos,Imaginación,0.533,0.467,tango
Roberto Goyeneche;Atilio Stampone y su Orquesta Tipica,Roberto Goyeneche Interpreta A Homero Exposito - Serie Argentinisima,Afiches (with Atilio Stampone y su Orquesta Tipica),0.446,0.308,tango
Alfredo De Angelis;Juan Carlos Godoy,Los 25 Mejores Tangos,No Culpes al Amor,0.527,0.262,tango
Leopoldo Federico,A Gran Orquesta,Responso,0.528,0.304,tango
Carolina Winograd,Soledad,Soledad,0.367,0.29,tango
Osvaldo Fresedo y su Orquesta Típica,Serie 78 RPM : Osvaldo Fresedo Vol.1,La Cumparsita,0.459,0.207,tango
Los Solistas,Homenaje A Juan D'Arienzo Vol 2,El Tarta,0.735,0.524,tango
Adriana Varela,Vida Mía,Vida Mia,0.548,0.44,tango
Sandra Luna;Franco Luciani;Leonardo Andersen;Pablo Motta,Inmensidad,Naranjo en Flor,0.419,0.228,tango
Julieta Laso,Martingala,Las Tribus,0.568,0.391,tango
Astor Piazzolla,Lumiere,Zita,0.514,0.248,tango
Rubén Juárez;Carlos Garcia,20 Grandes Exitos,Mi Bandoneon Y Yo,0.573,0.249,tango
Augustín Magaldi,Paciencia,Paciencia,0.564,0.354,tango
Sexteto Cristal;Guillermo Rozenthuler,Viento Del Norte,Flor de Montserrat,0.676,0.362,tango
Héctor Varela,Serie De Oro,Yuyo Brujo,0.552,0.385,tango
Osvaldo Fresedo,Fresedo en Estéreo,Buscandote,0.474,0.367,tango
Carlos Gardel,Poesía Lunfarda,Chorra,0.714,0.216,tango
Carlos Gardel,Victoria,Seguí Mi Consejo,0.721,0.304,tango
Orquesta Tipica Buenos Aires,Tangos Eternos,Garufa,0.659,0.134,tango
Jorge Valdez,Jorge Valdez - Hasta siempre amor,Hasta siempre amor,0.488,0.432,tango
Enrique Rodríguez;Armando Moreno,Mujeres Feas,Sonia,0.615,0.49,tango
Sexteto Milonguero,"Pa' Que Bailen, Vol. 4",Tres Esquinas,0.755,0.422,tango
Rodolfo Biagi,"Tangos para Aficionados, Vol. 1","Picante, Milonga",0.761,0.281,tango
Julio Sosa,El Ciruja (En Vivo),El Ciruja - En Vivo,0.47,0.651,tango
Pepe Aguirre,Solo un recuerdo,Muneca de loza,0.652,0.316,tango
Pepe Aguirre,Dejame morir,Frivolidad,0.642,0.538,tango
Jorge Vidal,El motivo (Historical Recordings),Milonga burrera,0.611,0.391,tango
Ada Falcón,Tus Besos Fueron Míos,Yo No Se Que Me Han Hecho Tus Ojos,0.631,0.261,tango
Teemu Roivainen;Camilla Bäckman,Pohjolan joulu,Poika ja tähti,0.364,0.254,tango
Amores Tangos;Julia Zenko,Fronterabierta,Nada,0.408,0.316,tango
Carlos Gardel,"Essential Classics, Vol. 9: Carlos Gardel (Remastered 2022)",Chorra (Remastered 2022),0.688,0.341,tango
Tango Bardo,Rustico,Mi dolor,0.629,0.403,tango
Pedro Laurenz;Martín Podestá,Que Nunca Me Falte,La Vida Es Una Milonga,0.746,0.47,tango
Malena Muyala,Puro Verso,La Última Curda,0.414,0.227,tango
Pedro Laurenz;Alberto Podestá,Presentando a Pedro Laurenz,Recién,0.557,0.278,tango
Carlos Lombardi;Los Românticos De La Noche,Lo Mejor Del Tango,El Dia que Me Quieras,0.291,0.253,tango
Carlos Gardel,Carlos Gardel - Sus Mejores Tangos,Volver,0.34,0.379,tango
Ricardo Tanturi;Alberto Castillo,Presentando a Ricardo Tanturi,La Vida Es Corta,0.508,0.435,tango
Julio Sosa,Varón (Remastered),La cumparsita - Remastered,0.499,0.472,tango
Miguel Calo;Raul Iriarte,Fruta Amarga,Rebeldia,0.496,0.297,tango
Julio Sosa;Leopoldo Federico y su Orquesta,El Firulete,Hoy Es Tarde (with Leopoldo Federico y Su Orquesta),0.499,0.562,tango
Tita Merello,Serie De Oro,Niño Bien,0.785,0.538,tango
Tita Merello,Serie De Oro,Naipe Marcado,0.587,0.44,tango
Alfredo De Angelis;Floreal Ruiz,From Argentina To The World,Mi Novia De Ayer,0.513,0.305,tango
Roberto Goyeneche;Atilio Stampone y su Orquesta Tipica,Antologia Roberto Goyeneche,Naranjo en Flor (with Atilio Stampone y su Orquesta Tipica),0.471,0.387,tango
Alfredo De Angelis;Oscar Larroca,Medallita De La Suerte,Bailarín Compadrito,0.592,0.42,tango
Julio Sosa;Leopoldo Federico y su Orquesta,El Firulete,Cuando Era Mía Mi Vieja (with Leopoldo Federico y Su Orquesta),0.411,0.635,tango
Alfredo De Angelis;Oscar Larroca,Medallita De La Suerte,Hacelo Por La Vieja,0.537,0.432,tango
Julio Sosa,El varón del tango (Remastered),Dicen que dicen - Remastered,0.518,0.474,tango
Jorge Falcón,Mis 30 Mejores Tangos,La Última Copa,0.398,0.356,tango
Jorge Falcón,Mis 30 Mejores Tangos,Volver,0.427,0.412,tango
Roberto Goyeneche;Adriana Varela,La Última Curda,Balada para un Loco,0.348,0.333,tango
Aníbal Troilo;Roberto Fiorentino,Milongas para Bailar,Ficha de Oro,0.613,0.515,tango
Astor Piazzolla,The Lausanne Concert (Live),Operacion Tango - Live,0.325,0.234,tango
Ada Falcón,Serie De Oro,Ventarron,0.615,0.253,tango
Dino Saluzzi,Dino Saluzzi - RCA Victor 100 Años,La Humilde,0.581,0.495,tango
Aníbal Troilo;Alberto Marino,Toda Mi Vida,Cristal,0.434,0.332,tango
Osvaldo Pugliese,Tango Classics 178: La Tupungatina,N.N.,0.547,0.337,tango
Orquesta Tipica Victor,Serie 78 RPM: Orquesta Típica Victor Vol.1,Una Vez,0.669,0.233,tango
Ariel Ardit;Andrés Linetzky,"Intimos, Vol. 1 en vivo en Bebop",Quedemonos Aqui - En Vivo,0.417,0.313,tango
Carlos Gardel,Victoria,"Che Papusa, Oi",0.725,0.203,tango
Pedro Laurenz;Alberto Podestá,Que Nunca Me Falte,Recién,0.559,0.281,tango
Osvaldo Pugliese;Alberto Morán,Pugliese Por Pugliese,Una Vez,0.438,0.373,tango
Eladia Blazquez,Con las Alas del Alma,Con las Alas del Alma,0.432,0.272,tango
Sexteto Cristal;Guillermo Rozenthuler,Viento Del Norte,S.O.S.,0.589,0.365,tango
Lucio Demare;Raúl Berón,Lucio Demare,No Nos Veremos Mas,0.557,0.406,tango
Astor Piazzolla,Piazzolla 4 Seasons of Buenos Aires,Libertango,0.415,0.527,tango
Chino Laborde,El Tango,Desencuentro,0.486,0.403,tango
Astor Piazzolla,Piazzolla Tangos 10,Divertimento Nueve,0.425,0.446,tango
Hugo Díaz,Tangos,Por Una Cabeza,0.609,0.426,tango
Adriana Varela,Adriana Varela y Piano,Sur,0.543,0.493,tango
Carlos Gardel,La Historia Completa De Carlos Gardel - Volumen 22,La Canción De Buenos Aires,0.694,0.313,tango
Adriana Varela,Tangos,Volver,0.546,0.114,tango
Carlos Lombardi;Los Românticos De La Noche,Lo Mejor Del Tango,Donde Estás Corazon,0.482,0.227,tango
Julio Sosa,Varón (Remastered),El firulete - Remastered,0.407,0.523,tango
Orquesta Color Tango De Roberto Alvarez,Tango a Pugliese Con estilo para bailar Vol. 3,Para dos,0.633,0.219,tango
Juan D'Arienzo;Alberto Echagüe,Juan D' Arienzo,Las Cuarenta,0.653,0.376,tango
Ricardo Tanturi;Enrique Campos,"Tangos para Aficionados, Vol. 1",Recien,0.507,0.278,tango
Roberto Goyeneche;Orquesta Típica Porteña,Esenciales,El Gordo Triste (with Orquesta Tipica Porteña),0.389,0.341,tango
